Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10006271335,MANNION Gavin,UNITED STATES OF AMERICA,UHC,27,328
2,10008834660,KUSS Sepp,UNITED STATES OF AMERICA,TLJ,24,280
3,10005497052,TVETCOV Serghei,ROMANIA,UHC,30,270
4,10008971268,MOLANO BENAVIDES Juan Sebastian,COLOMBIA,MZN,24,263
5,10089627778,RICHEZE Maximiliano Ariel,ARGENTINA,QST,35,222
6,10051858507,CARTHY Hugh John,GREAT BRITAIN,EFD,24,218
7,10009584489,BERNAL GOMEZ Egan Arley,COLOMBIA,SKY,21,183
8,10005691658,HENAO MONTOYA Sergio Luis,COLOMBIA,SKY,31,170
9,10003085994,HERMANS Ben,BELGIUM,ICA,32,160
10,10007491717,DOMBROWSKI Joseph Lloyd,UNITED STATES OF AMERICA,EFD,27,155
11,10009226401,MARTINEZ POVEDA Daniel Felipe,COLOMBIA,EFD,22,150
12,10003299293,BOOKWALTER Brent,UNITED STATES OF AMERICA,BMC,34,150
13,10062827890,MANSILLA ALMONACID Cristopher Javier,CHILE,STF,28,150
14,10059187259,MONTERROSO Dorian Javier,GUATEMALA,,25,"148,17"
15,10010978663,NAJAR Gonzalo Joaquin,ARGENTINA,SEP,25,145
16,10003127323,BRITTON Robert,CANADA,RLY,34,143
17,10051994206,PICCOLI James,CANADA,ELV,27,133
18,10007834247,HAIG Jack,AUSTRALIA,MTS,25,130
19,10009381193,BASSETTI Samuel,UNITED STATES OF AMERICA,ELV,27,125
20,10049192724,VIVAS Federico Nicolas,ARGENTINA,,22,125
21,10059186451,RODAS OCHOA Manuel Oseas,GUATEMALA,,34,"117,17"
22,10007124733,DO NASCIMENTO Rodrigo,BRAZIL,,33,115
23,10005990136,GUTIERREZ Pedro,BOLIVARIAN REPUBLIC OF VENEZUELA,TYD,29,113
24,10061904875,CHAVARRIA RODRIGUEZ Joseph Eladio,COSTA RICA,,26,111
25,10010178415,VILLALOBOS HERNANDEZ Luis Ricardo,MEXICO,AEV,20,111
26,10014106107,ANCHIERI ZUNINO Pablo Sebastián,URUGUAY,,29,108
27,10002895533,GARCIA Artur,BOLIVARIAN REPUBLIC OF VENEZUELA,,34,105
28,10004641836,URAN Rigoberto,COLOMBIA,EFD,31,104
29,10011108807,BROWN Jonathan,UNITED STATES OF AMERICA,HBA,21,103
30,10005876665,BRICEÑO Ralph,BOLIVARIAN REPUBLIC OF VENEZUELA,TYD,31,100
31,10004555849,ARIAS PEREZ Yans Carlos,CUBA,,33,100
32,10006879607,DUCHESNE Antoine,CANADA,GFC,27,100
33,10006720161,HOWSON Damien,AUSTRALIA,MTS,26,100
34,10006738854,QUINTANA Nairo,COLOMBIA,MOV,28,96
35,10004555647,PORTUONDO TORRES Pedro,CUBA,,33,95
36,10001457307,SEVILLA RIVERA Oscar Miguel,SPAIN,MED,42,93
37,10002470652,TUFT Svein,CANADA,MTS,41,93
38,10060695813,BRENES MATA Carlos Andres,COSTA RICA,,27,93
39,10049192825,VILLALOBOS SOLIS Roman Daniel,COSTA RICA,CAS,28,91
40,10008864871,BURKE Jack,CANADA,JBC,23,91
41,10008669053,DE VOS Adam,CANADA,RLY,25,90
42,10009764648,VARGAS ALZATE Walter Alejandro,COLOMBIA,MED,26,90
43,10003120047,MILAN JIMENEZ Diego,DOMINICAN REPUBLIC,DCT,33,87
44,10008856888,MCCABE Travis,UNITED STATES OF AMERICA,UHC,29,86
45,10054655945,MANCEBO PEREZ Francisco,SPAIN,DCT,42,86
46,10007895376,JOYCE Colin,UNITED STATES OF AMERICA,RLY,24,85
47,10014645970,LARA CARBAJAL Francisco,MEXICO,CAS,22,85
48,10009688967,CEPEDA Jefferson,ECUADOR,MTE,22,"83,17"
49,10009164056,GANNA Filippo,ITALY,UAD,22,81
50,10004658812,ANDRIATO Rafael,BRAZIL,,31,81
51,10009675328,JARA RODRIGUEZ Daniel,COSTA RICA,,21,80
52,10003123683,GONZALEZ FERNANDEZ Rolando,COSTA RICA,3O3,38,78
53,10007501316,CARPENTER Robin,UNITED STATES OF AMERICA,RLY,26,78
54,10009771015,HECHT Gage,UNITED STATES OF AMERICA,AEV,20,78
55,10053538728,GUIMARAES Alessandro,BRAZIL,,23,76
56,10004641937,PANTANO GOMEZ Jarlinson,COLOMBIA,TFS,30,75
57,10009764850,QUIROZ AYALA Oscar Adalberto,COLOMBIA,BSM,24,75
58,10009035027,REYES Elvis,PUERTO RICO,,23,75
59,10007584471,PERRY Benjamin,CANADA,ICA,24,75
60,10059187158,AJPACAJA TAX Alfredo Esteban,GUATEMALA,,29,"73,17"
61,10011231873,MARTE AGUILERA Junior Antonio,DOMINICAN REPUBLIC,DCT,22,73
62,10007156762,LIENHARD Fabian,SWITZERLAND,HCA,25,70
63,10008656828,GAVIRIA RENDON Fernando,COLOMBIA,QST,24,68
64,10006002967,ROSSKOPF Joseph,UNITED STATES OF AMERICA,BMC,29,68
65,10016094506,ZUKOWSKY Nickolas,CANADA,SPC,20,67
66,10009382005,SWIRBUL Keegan,UNITED STATES OF AMERICA,JBC,23,66
67,10006264261,GALVIZ Carlos,BOLIVARIAN REPUBLIC OF VENEZUELA,,30,66
68,10005671450,CARDOSO SANTOS Flavio,BRAZIL,,38,65
69,10008671477,ELLSAY Nigel,CANADA,RLY,24,65
70,10007257907,MARTINEZ MOROS Clever Jose,BOLIVARIAN REPUBLIC OF VENEZUELA,,28,65
71,10049164634,VILLAREAL David,ECUADOR,,22,65
72,10008931357,MAYHO Dominique,BERMUDA,,25,65
73,10005692264,TORRES AGUDELO Rodolfo Andres,COLOMBIA,ANS,31,63
74,10007528796,OCHOA CAMARGO Diego Antonio,COLOMBIA,EPM,25,63
75,10006489280,RATHE Jacob,UNITED STATES OF AMERICA,JBC,27,63
76,10003222404,ROJAS VILLEGAS Juan Carlos,COSTA RICA,,37,61
77,10060120479,AUTRAN CARRILLO Jose,CHILE,STF,19,60
78,10010857213,PEREZ LABRADOR Emilio,CUBA,,27,60
79,10010208929,FINKLER Fernando Augusto,BRAZIL,,22,60
80,10012493479,HOEHN Alex,UNITED STATES OF AMERICA,AEV,21,60
81,10007211730,CATAFORD Alexander,CANADA,UHC,25,58
82,10061904269,SALAS SANCHEZ Brian Alonso,COSTA RICA,,27,55
83,10016009832,CEPEDA Jefferson,ECUADOR,MTE,20,55
84,10009667042,RAMOS Rubén Gabriel,ARGENTINA,,26,55
85,10008976221,TORRES VILLAREAL Carlos Alberto,BOLIVARIAN REPUBLIC OF VENEZUELA,GCB,25,54
86,10016277792,SOSA CUERVO Ivan Ramiro,COLOMBIA,ANS,21,54
87,10005380450,MAJKA Rafal,POLAND,BOH,29,53
88,10009637235,NARVAEZ PRADO Jhonatan Manuel,ECUADOR,QST,21,53
89,10006522525,DE MELO Rodrigo Araujo,BRAZIL,,31,53
90,10014054573,WALSH Edward,CANADA,PCW,22,53
91,10013400330,JURADO LOPEZ Christofer,PANAMA,TRE,23,53
92,10015109853,MEDINA FREITEZ Rafael,BOLIVARIAN REPUBLIC OF VENEZUELA,,24,52
93,10007155752,ALAPHILIPPE Julian,FRANCE,QST,26,52
94,10007863448,QUEVEDO CHINCHILLA Xavier Antonio,BOLIVARIAN REPUBLIC OF VENEZUELA,,27,52
95,10008198201,SPREAFICO Matteo,ITALY,ANS,25,52
96,10005641542,ABREU Daniel,BOLIVARIAN REPUBLIC OF VENEZUELA,,30,51
97,10007949435,CHAMAN Lauro,BRAZIL,,31,51
98,10005965177,COMPANIONI Ruben,CUBA,,28,50
99,10050678339,FERREYRA GELDREZ Diego,CHILE,,21,50
100,10009429895,GARIBAY CONTRERAS Orlando Trinidad,MEXICO,,25,50
