Clm champ;Clm day;Clm month;Clm year;Clm winner;0;0;0;0;0
Q13603535;14;8;1933;Q559250;0;0;0;0;0
Q13603535;21;8;1949;Q454963;0;0;0;0;0
Q13603535;30;8;1953;Q219912;0;0;0;0;0
Q13603535;22;8;1954;Q358167;0;0;0;0;0
Q13603535;14;8;1959;Q518229;0;0;0;0;0
Q13603535;14;8;1960;Q445151;0;0;0;0;0
Q13603535;3;9;1961;Q445151;0;0;0;0;0
Q13603535;2;9;1962;Q445037;0;0;0;0;0
Q13603535;11;8;1963;Q765290;0;0;0;0;0
Q13603535;6;9;1964;Q380930;0;0;0;0;0
Q13603535;5;9;1965;Q337271;0;0;0;0;0
Q13603535;28;8;1966;Q62204;0;0;0;0;0
Q13603535;3;9;1967;Q103756;0;0;0;0;0
Q13603535;1;9;1968;Q529098;0;0;0;0;0
Q13603535;10;8;1969;Q492874;0;0;0;0;0
Q13603535;16;8;1970;Q732491;0;0;0;0;0
Q13603535;5;9;1971;Q103756;0;0;0;0;0
Q13603535;6;8;1972;Q673600;0;0;0;0;0
Q13603535;2;9;1973;Q313526;0;0;0;0;0
Q13603535;25;8;1974;Q103756;0;0;0;0;0
Q13603535;31;8;1975;Q536470;0;0;0;0;0
Q13603535;5;9;1976;Q378319;0;0;0;0;0
Q13603535;4;9;1977;Q366657;0;0;0;0;0
Q13603535;27;8;1978;Q454639;0;0;0;0;0
Q13603535;26;8;1979;Q709889;0;0;0;0;0
Q13603535;31;8;1980;Q109255;0;0;0;0;0
Q13603535;30;8;1981;Q378319;0;0;0;0;0
Q13603535;5;9;1982;Q454917;0;0;0;0;0
Q13603535;4;9;1983;Q312697;0;0;0;0;0
Q13603535;2;9;1984;Q705709;0;0;0;0;0
Q13603535;1;9;1985;Q320010;0;0;0;0;0
Q13603535;6;9;1986;Q451001;0;0;0;0;0
Q13603535;6;9;1987;Q356473;0;0;0;0;0
Q13603535;29;9;2013;Q363962;0;0;0;0;0
Q13603535;16;10;2016;Q309911;0;0;0;0;0
Q13603535;24;9;2017;Q309911;0;0;0;0;0
Q13603535;30;9;2018;Q286183;0;0;0;0;0
Q13603535;29;9;2019;Q3276247;0;0;0;0;0
Q13603535;27;9;2020;Q3189071;0;0;0;0;0
Q30894537;18;9;2016;Q309911;0;0;0;0;0
Q30894537;6;8;2017;Q352080;0;0;0;0;0
Q30894537;12;8;2018;Q971841;0;0;0;0;0
Q30894537;11;8;2019;Q931556;0;0;0;0;0
Q23069702;0;0;1995;Q1448482;0;0;0;0;0
Q23069702;29;5;2001;Q1677977;0;0;0;0;0
Q23069702;9;12;2005;Q2176588;0;0;0;0;0
Q23069702;12;11;2006;Q533263;0;0;0;0;0
Q23069702;11;11;2007;Q723005;0;0;0;0;0
Q23069702;9;11;2008;Q930472;0;0;0;0;0
Q23069702;8;11;2009;Q1655605;0;0;0;0;0
Q23069702;14;11;2010;Q609708;0;0;0;0;0
Q23069702;13;11;2011;Q545055;0;0;0;0;0
Q23069702;11;11;2012;Q545055;0;0;0;0;0
Q23069702;5;12;2013;Q15279597;0;0;0;0;0
Q23069702;14;2;2015;Q1398668;0;0;0;0;0
Q23069702;26;2;2016;Q15279597;0;0;0;0;0
Q23069702;19;2;2017;Q19629089;0;0;0;0;0
Q23069702;18;2;2018;Q15983790;0;0;0;0;0
Q23069702;19;3;2019;Q15987188;0;0;0;0;0
Q23889479;4;12;2005;Q1397959;0;0;0;0;0
Q23889479;5;5;2007;Q614828;0;0;0;0;0
Q23889479;18;11;2007;Q465367;0;0;0;0;0
Q23889479;15;2;2009;Q1621357;0;0;0;0;0
Q23889479;15;11;2009;Q561546;0;0;0;0;0
Q23889479;20;3;2011;Q86267676;0;0;0;0;0
Q23889479;18;3;2012;Q361832;0;0;0;0;0
Q23889479;17;3;2013;Q182842;0;0;0;0;0
Q23889479;22;2;2014;Q932148;0;0;0;0;0
Q23889479;15;2;2015;Q15638560;0;0;0;0;0
Q23889479;5;3;2016;Q22117268;0;0;0;0;0
Q23889479;11;3;2017;Q22117268;0;0;0;0;0
Q23889479;25;3;2018;Q22938795;0;0;0;0;0
Q23889479;17;3;2019;Q817452;0;0;0;0;0
Q22980916;24;1;2016;Q13743574;0;0;0;0;0
Q85519571;1;5;2005;Q155192;0;0;0;0;0
Q85519571;6;6;2006;Q384128;0;0;0;0;0
Q85519571;27;5;2007;Q723051;0;0;0;0;0
Q85519571;11;5;2008;Q368673;0;0;0;0;0
Q85519571;24;7;2009;Q716163;0;0;0;0;0
Q85519571;9;5;2010;Q1043129;0;0;0;0;0
Q85519571;8;5;2011;Q1380925;0;0;0;0;0
Q85519571;11;3;2012;Q1270426;0;0;0;0;0
Q85519571;5;5;2013;Q15615149;0;0;0;0;0
Q85519571;11;5;2014;Q359018;0;0;0;0;0
Q85519571;10;5;2015;Q359018;0;0;0;0;0
Q85519571;22;5;2016;Q24231202;0;0;0;0;0
Q85519571;7;5;2017;Q27929357;0;0;0;0;0
Q85519571;6;5;2018;Q18402398;0;0;0;0;0
Q85519571;5;5;2019;Q21093468;0;0;0;0;0
Q1424329;28;6;2015;Q1273474;0;0;0;0;0
Q22284173;10;1;2016;Q515920;0;0;0;0;0
Q22303186;10;1;2016;Q1683884;0;0;0;0;0
Q22680990;7;2;2016;Q930472;0;0;0;0;0
Q22680842;14;2;2016;Q359539;0;0;0;0;0
Q22951216;21;2;2016;Q1295118;0;0;0;0;0
Q24050002;17;3;2016;Q22338045;0;0;0;0;0
Q24613911;19;3;2016;Q24614959;0;0;0;0;0
Q24617852;26;6;2016;Q259412;0;0;0;0;0
Q24621530;7;5;2016;Q17154234;0;0;0;0;0
Q24628140;8;5;2016;Q293470;0;0;0;0;0
Q24050070;9;5;2016;Q1381850;0;0;0;0;0
Q24718413;29;5;2016;Q24718486;0;0;0;0;0
Q24730499;29;5;2016;Q24730699;0;0;0;0;0
Q24731406;28;5;2016;Q16640096;0;0;0;0;0
Q24731826;2;6;2016;Q1713112;0;0;0;0;0
Q24733085;5;6;2016;Q24733397;0;0;0;0;0
Q24733669;26;6;2016;Q26971231;0;0;0;0;0
Q26960669;27;3;2016;Q22958618;0;0;0;0;0
Q26971246;8;5;2016;Q26971267;0;0;0;0;0
Q26972715;26;6;2016;Q959264;0;0;0;0;0
Q26972776;16;6;2016;Q26972791;0;0;0;0;0
Q26972872;19;6;2016;Q26972894;0;0;0;0;0
Q26972921;25;6;2016;Q22683028;0;0;0;0;0
Q26973043;26;6;2016;Q1891692;0;0;0;0;0
Q26976092;26;6;2016;Q18402424;0;0;0;0;0
Q26985011;26;6;2016;Q26985028;0;0;0;0;0
Q26985335;2;7;2016;Q25320670;0;0;0;0;0
Q27042375;26;6;2016;Q1363271;0;0;0;0;0
Q27042502;26;6;2016;Q1393528;0;0;0;0;0
Q27042790;26;6;2016;Q523272;0;0;0;0;0
Q27043324;26;6;2016;Q718924;0;0;0;0;0
Q3754283;26;6;2016;Q1703168;0;0;0;0;0
Q27043353;25;6;2016;Q15143907;0;0;0;0;0
Q27043924;26;6;2016;Q18402415;0;0;0;0;0
Q27043932;26;6;2016;Q23928184;0;0;0;0;0
Q27043944;26;6;2016;Q539805;0;0;0;0;0
Q27043957;26;6;2016;Q348805;0;0;0;0;0
Q27048374;26;6;2016;Q375046;0;0;0;0;0
Q27048382;26;6;2016;Q22132749;0;0;0;0;0
Q27048391;26;6;2016;Q347184;0;0;0;0;0
Q27048399;26;6;2016;Q16525988;0;0;0;0;0
Q27048408;26;6;2016;Q333351;0;0;0;0;0
Q27048419;26;6;2016;Q711788;0;0;0;0;0
Q27055623;25;6;2016;Q15966059;0;0;0;0;0
Q27055624;26;6;2016;Q3881585;0;0;0;0;0
Q27055626;24;6;2016;Q497693;0;0;0;0;0
Q27055629;25;6;2016;Q381705;0;0;0;0;0
